timestamp,drone_name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
44.220,Drone 0,-29.939640,12.744560,7.914800,-0.657238,0.096360,-2.176798
44.240,Drone 0,-29.952780,12.746480,7.871259,-0.657126,0.096218,-2.177047
44.260,Drone 0,-29.965920,12.748400,7.827713,-0.657016,0.096076,-2.177294
44.280,Drone 0,-29.979060,12.750320,7.784162,-0.656909,0.095935,-2.177541
44.300,Drone 0,-29.992190,12.752240,7.740607,-0.656803,0.095793,-2.177788
44.320,Drone 0,-30.005330,12.754150,7.697046,-0.656700,0.095652,-2.178034
44.340,Drone 0,-30.018460,12.756060,7.653481,-0.656599,0.095512,-2.178280
44.360,Drone 0,-30.031590,12.757970,7.609910,-0.656499,0.095372,-2.178525
44.380,Drone 0,-30.044720,12.759870,7.566335,-0.656402,0.095232,-2.178770
44.400,Drone 0,-30.057840,12.761770,7.522756,-0.656305,0.095092,-2.179014
44.420,Drone 0,-30.070970,12.763670,7.479170,-0.656211,0.094953,-2.179259
44.440,Drone 0,-30.084090,12.765570,7.435580,-0.656117,0.094815,-2.179503
44.460,Drone 0,-30.097210,12.767460,7.391985,-0.656025,0.094676,-2.179747
44.480,Drone 0,-30.110330,12.769350,7.348386,-0.655933,0.094539,-2.179991
44.500,Drone 0,-30.123450,12.771240,7.304781,-0.655842,0.094401,-2.180234
44.520,Drone 0,-30.136560,12.773130,7.261171,-0.655753,0.094265,-2.180478
44.540,Drone 0,-30.149680,12.775010,7.217557,-0.655663,0.094128,-2.180722
44.560,Drone 0,-30.162790,12.776890,7.173938,-0.655574,0.093993,-2.180966
44.580,Drone 0,-30.175900,12.778770,7.130314,-0.655486,0.093857,-2.181210
44.600,Drone 0,-30.189000,12.780640,7.086685,-0.655397,0.093723,-2.181454
44.620,Drone 0,-30.202110,12.782510,7.043051,-0.655308,0.093589,-2.181699
44.640,Drone 0,-30.215210,12.784380,6.999413,-0.655219,0.093455,-2.181944
44.660,Drone 0,-30.228320,12.786250,6.955769,-0.655130,0.093322,-2.182190
44.680,Drone 0,-30.241420,12.788110,6.912120,-0.655040,0.093190,-2.182436
44.700,Drone 0,-30.254520,12.789970,6.868467,-0.654949,0.093059,-2.182682
44.720,Drone 0,-30.267610,12.791830,6.824809,-0.654858,0.092928,-2.182929
44.740,Drone 0,-30.280710,12.793690,6.781145,-0.654765,0.092797,-2.183177
44.760,Drone 0,-30.293810,12.795540,6.737477,-0.654671,0.092668,-2.183425
44.780,Drone 0,-30.306900,12.797390,6.693804,-0.654576,0.092539,-2.183675
44.800,Drone 0,-30.319990,12.799240,6.650126,-0.654480,0.092411,-2.183924
44.820,Drone 0,-30.333080,12.801090,6.606443,-0.654382,0.092283,-2.184175
44.840,Drone 0,-30.346160,12.802930,6.562755,-0.654282,0.092157,-2.184427
44.860,Drone 0,-30.359250,12.804770,6.519061,-0.654180,0.092031,-2.184680
44.880,Drone 0,-30.372330,12.806610,6.475363,-0.654076,0.091906,-2.184934
44.900,Drone 0,-30.385410,12.808440,6.431659,-0.653970,0.091781,-2.185189
44.920,Drone 0,-30.398490,12.810280,6.387950,-0.653861,0.091658,-2.185445
44.940,Drone 0,-30.411560,12.812110,6.344236,-0.653750,0.091535,-2.185702
44.960,Drone 0,-30.424630,12.813940,6.300518,-0.653637,0.091414,-2.185961
44.980,Drone 0,-30.437710,12.815760,6.256793,-0.653520,0.091293,-2.186220
45.000,Drone 0,-30.450770,12.817580,6.213064,-0.653401,0.091172,-2.186481
45.020,Drone 0,-30.463840,12.819410,6.169330,-0.653279,0.091053,-2.186744
45.040,Drone 0,-30.476900,12.821230,6.125590,-0.653153,0.090935,-2.187008
45.060,Drone 0,-30.489960,12.823040,6.081845,-0.653024,0.090817,-2.187273
45.080,Drone 0,-30.503020,12.824860,6.038095,-0.652892,0.090701,-2.187540
45.100,Drone 0,-30.516080,12.826670,5.994339,-0.652756,0.090585,-2.187809
45.120,Drone 0,-30.529130,12.828480,5.950577,-0.652617,0.090471,-2.188079
45.140,Drone 0,-30.542180,12.830280,5.906810,-0.652474,0.090357,-2.188351
45.160,Drone 0,-30.555230,12.832090,5.863038,-0.652327,0.090244,-2.188624
45.180,Drone 0,-30.568270,12.833890,5.819260,-0.652176,0.090132,-2.188899
45.200,Drone 0,-30.581320,12.835690,5.775477,-0.652021,0.090022,-2.189176
45.220,Drone 0,-30.594350,12.837490,5.731688,-0.651861,0.089912,-2.189455
45.240,Drone 0,-30.607390,12.839290,5.687894,-0.651698,0.089803,-2.189736
45.260,Drone 0,-30.620420,12.841080,5.644094,-0.651530,0.089696,-2.190018
45.280,Drone 0,-30.633450,12.842870,5.600289,-0.651358,0.089589,-2.190303
45.300,Drone 0,-30.646470,12.844660,5.556477,-0.651181,0.089483,-2.190589
45.320,Drone 0,-30.659490,12.846450,5.512660,-0.651000,0.089379,-2.190878
45.340,Drone 0,-30.672510,12.848240,5.468837,-0.650813,0.089275,-2.191168
45.360,Drone 0,-30.685520,12.850020,5.425007,-0.650622,0.089173,-2.191460
45.380,Drone 0,-30.698530,12.851800,5.381173,-0.650427,0.089071,-2.191755
45.400,Drone 0,-30.711540,12.853580,5.337332,-0.650226,0.088971,-2.192051
45.420,Drone 0,-30.724540,12.855360,5.293486,-0.650020,0.088872,-2.192350
45.440,Drone 0,-30.737540,12.857130,5.249634,-0.649810,0.088773,-2.192651
45.460,Drone 0,-30.750530,12.858910,5.205775,-0.649594,0.088676,-2.192954
45.480,Drone 0,-30.763520,12.860680,5.161911,-0.649373,0.088580,-2.193259
45.500,Drone 0,-30.776500,12.862450,5.118040,-0.649147,0.088486,-2.193567
45.520,Drone 0,-30.789480,12.864220,5.074163,-0.648916,0.088392,-2.193877
45.540,Drone 0,-30.802450,12.865980,5.030279,-0.648679,0.088300,-2.194189
45.560,Drone 0,-30.815420,12.867750,4.986389,-0.648437,0.088208,-2.194503
45.580,Drone 0,-30.828390,12.869510,4.942493,-0.648190,0.088118,-2.194819
45.600,Drone 0,-30.841340,12.871270,4.898591,-0.647937,0.088029,-2.195138
45.620,Drone 0,-30.854300,12.873030,4.854682,-0.647679,0.087941,-2.195459
45.640,Drone 0,-30.867250,12.874780,4.810767,-0.647415,0.087855,-2.195782
45.660,Drone 0,-30.880190,12.876540,4.766846,-0.647146,0.087769,-2.196108
45.680,Drone 0,-30.893130,12.878290,4.722918,-0.646871,0.087685,-2.196436
45.700,Drone 0,-30.906060,12.880050,4.678983,-0.646591,0.087602,-2.196766
45.720,Drone 0,-30.918990,12.881800,4.635041,-0.646305,0.087520,-2.197099
45.740,Drone 0,-30.931910,12.883550,4.591093,-0.646014,0.087439,-2.197434
45.760,Drone 0,-30.944830,12.885290,4.547138,-0.645717,0.087360,-2.197772
45.780,Drone 0,-30.957740,12.887040,4.503176,-0.645414,0.087281,-2.198112
45.800,Drone 0,-30.970640,12.888780,4.459208,-0.645106,0.087204,-2.198454
45.820,Drone 0,-30.983540,12.890530,4.415232,-0.644792,0.087128,-2.198799
45.840,Drone 0,-30.996430,12.892270,4.371250,-0.644473,0.087054,-2.199146
45.860,Drone 0,-31.009310,12.894010,4.327260,-0.644148,0.086980,-2.199495
45.880,Drone 0,-31.022190,12.895750,4.283265,-0.643817,0.086908,-2.199847
45.900,Drone 0,-31.035060,12.897480,4.239261,-0.643481,0.086837,-2.200202
45.920,Drone 0,-31.047930,12.899220,4.195251,-0.643139,0.086767,-2.200558
45.940,Drone 0,-31.060780,12.900950,4.151233,-0.642791,0.086699,-2.200917
45.960,Drone 0,-31.073630,12.902690,4.107208,-0.642438,0.086631,-2.201279
45.980,Drone 0,-31.086480,12.904420,4.063175,-0.642079,0.086565,-2.201643
46.000,Drone 0,-31.099310,12.906150,4.019135,-0.641715,0.086500,-2.202010
46.020,Drone 0,-31.112140,12.907880,3.975088,-0.641344,0.086437,-2.202379
46.040,Drone 0,-31.124960,12.909600,3.931033,-0.640969,0.086374,-2.202750
46.060,Drone 0,-31.137770,12.911330,3.886971,-0.640587,0.086313,-2.203124
46.080,Drone 0,-31.150580,12.913050,3.842902,-0.640200,0.086253,-2.203500
46.100,Drone 0,-31.163370,12.914780,3.798825,-0.639808,0.086194,-2.203879
46.120,Drone 0,-31.176160,12.916500,3.754741,-0.639410,0.086137,-2.204260
46.140,Drone 0,-31.188950,12.918220,3.710648,-0.639006,0.086081,-2.204643
46.160,Drone 0,-31.201720,12.919940,3.666548,-0.638597,0.086026,-2.205029
46.180,Drone 0,-31.214490,12.921660,3.622441,-0.638183,0.085972,-2.205417
46.200,Drone 0,-31.227240,12.923380,3.578325,-0.637762,0.085920,-2.205808
46.220,Drone 0,-31.239990,12.925100,3.534201,-0.637337,0.085868,-2.206201
46.240,Drone 0,-31.252730,12.926810,3.490069,-0.636906,0.085818,-2.206596
46.260,Drone 0,-31.265460,12.928530,3.445930,-0.636470,0.085769,-2.206994
46.280,Drone 0,-31.278180,12.930240,3.401783,-0.636028,0.085722,-2.207394
46.300,Drone 0,-31.290890,12.931960,3.357627,-0.635581,0.085675,-2.207796
46.320,Drone 0,-31.303600,12.933670,3.313464,-0.635128,0.085630,-2.208201
46.340,Drone 0,-31.316290,12.935380,3.269293,-0.634671,0.085586,-2.208608
46.360,Drone 0,-31.328980,12.937090,3.225113,-0.634208,0.085544,-2.209018
46.380,Drone 0,-31.341650,12.938800,3.180925,-0.633740,0.085502,-2.209430
46.400,Drone 0,-31.354320,12.940510,3.136729,-0.633266,0.085462,-2.209844
46.420,Drone 0,-31.366970,12.942220,3.092524,-0.632788,0.085423,-2.210260
46.440,Drone 0,-31.379620,12.943930,3.048311,-0.632304,0.085385,-2.210679
46.460,Drone 0,-31.392260,12.945640,3.004089,-0.631815,0.085348,-2.211100
46.480,Drone 0,-31.404880,12.947340,2.959859,-0.631322,0.085313,-2.211523
46.500,Drone 0,-31.417500,12.949050,2.915621,-0.630823,0.085279,-2.211949
46.520,Drone 0,-31.430110,12.950750,2.871374,-0.630319,0.085246,-2.212377
46.540,Drone 0,-31.442710,12.952460,2.827118,-0.629810,0.085214,-2.212807
46.560,Drone 0,-31.455290,12.954160,2.782854,-0.629297,0.085183,-2.213240
46.580,Drone 0,-31.467870,12.955860,2.738582,-0.628778,0.085154,-2.213674
46.600,Drone 0,-31.480430,12.957570,2.694300,-0.628254,0.085125,-2.214111
46.620,Drone 0,-31.492990,12.959270,2.650009,-0.627726,0.085098,-2.214550
46.640,Drone 0,-31.505530,12.960970,2.605710,-0.627193,0.085072,-2.214992
46.660,Drone 0,-31.518070,12.962670,2.561401,-0.626656,0.085047,-2.215435
46.680,Drone 0,-31.530590,12.964370,2.517084,-0.626113,0.085023,-2.215880
46.700,Drone 0,-31.543100,12.966070,2.472758,-0.625566,0.085001,-2.216328
46.720,Drone 0,-31.555600,12.967770,2.428423,-0.625014,0.084979,-2.216778
46.740,Drone 0,-31.568100,12.969470,2.384079,-0.624458,0.084959,-2.217230
46.760,Drone 0,-31.580570,12.971170,2.339726,-0.623898,0.084940,-2.217684
46.780,Drone 0,-31.593040,12.972870,2.295364,-0.623332,0.084922,-2.218140
46.800,Drone 0,-31.605500,12.974570,2.250992,-0.622763,0.084905,-2.218599
46.820,Drone 0,-31.617940,12.976260,2.206612,-0.622189,0.084889,-2.219059
46.840,Drone 0,-31.630380,12.977960,2.162222,-0.621610,0.084875,-2.219522
46.860,Drone 0,-31.642800,12.979660,2.117822,-0.621027,0.084861,-2.219986
46.880,Drone 0,-31.655210,12.981350,2.073414,-0.620440,0.084849,-2.220453
46.900,Drone 0,-31.667610,12.983050,2.028996,-0.619849,0.084838,-2.220921
46.920,Drone 0,-31.679990,12.984750,1.984568,-0.619253,0.084827,-2.221392
46.940,Drone 0,-31.692370,12.986440,1.940132,-0.618654,0.084818,-2.221865
46.960,Drone 0,-31.704730,12.988140,1.895685,-0.618050,0.084810,-2.222339
46.980,Drone 0,-31.717080,12.989840,1.851230,-0.617442,0.084803,-2.222816
47.000,Drone 0,-31.729420,12.991530,1.806765,-0.616830,0.084797,-2.223294
47.020,Drone 0,-31.741740,12.993230,1.762290,-0.616215,0.084792,-2.223775
47.040,Drone 0,-31.754050,12.994920,1.717805,-0.615595,0.084788,-2.224257
47.060,Drone 0,-31.766350,12.996620,1.673311,-0.614971,0.084786,-2.224742
47.080,Drone 0,-31.778640,12.998310,1.628807,-0.614344,0.084784,-2.225228
47.100,Drone 0,-31.790910,13.000010,1.584293,-0.613712,0.084783,-2.225716
47.120,Drone 0,-31.803170,13.001710,1.539769,-0.613077,0.084783,-2.226206
47.140,Drone 0,-31.815430,13.003400,1.495235,-0.612438,0.084785,-2.226698
47.160,Drone 0,-31.827660,13.005100,1.450692,-0.611796,0.084787,-2.227191
47.180,Drone 0,-31.839890,13.006790,1.406139,-0.611150,0.084790,-2.227687
47.200,Drone 0,-31.852100,13.008490,1.361576,-0.610500,0.084794,-2.228184
47.220,Drone 0,-31.864300,13.010180,1.317003,-0.609846,0.084799,-2.228683
47.240,Drone 0,-31.876480,13.011880,1.272420,-0.609189,0.084805,-2.229184
47.260,Drone 0,-31.888650,13.013580,1.227827,-0.608529,0.084812,-2.229687
47.280,Drone 0,-31.900810,13.015270,1.183224,-0.607865,0.084820,-2.230192
47.300,Drone 0,-31.912950,13.016970,1.138610,-0.607198,0.084829,-2.230698
47.320,Drone 0,-31.925090,13.018670,1.093986,-0.606527,0.084839,-2.231206
47.340,Drone 0,-31.937200,13.020360,1.049352,-0.605853,0.084850,-2.231716
47.360,Drone 0,-31.949310,13.022060,1.004708,-0.605176,0.084861,-2.232227
47.380,Drone 0,-31.961400,13.023760,0.960054,-0.604496,0.084874,-2.232740
47.400,Drone 0,-31.973480,13.025460,0.915389,-0.603812,0.084887,-2.233255
47.420,Drone 0,-31.985540,13.027150,0.870715,-0.603125,0.084901,-2.233772
47.440,Drone 0,-31.997590,13.028850,0.826030,-0.602434,0.084917,-2.234290
47.460,Drone 0,-32.009620,13.030550,0.781334,-0.601741,0.084932,-2.234810
47.480,Drone 0,-32.021640,13.032250,0.736628,-0.601044,0.084949,-2.235332
47.500,Drone 0,-32.033660,13.033950,0.691911,-0.600345,0.084967,-2.235855
47.520,Drone 0,-32.045650,13.035650,0.647184,-0.599642,0.084985,-2.236380
47.540,Drone 0,-32.057630,13.037350,0.602446,-0.598936,0.085004,-2.236906
47.560,Drone 0,-32.069590,13.039050,0.557698,-0.598228,0.085024,-2.237434
47.580,Drone 0,-32.081540,13.040750,0.512939,-0.597516,0.085045,-2.237964
47.600,Drone 0,-32.093480,13.042450,0.468170,-0.596801,0.085066,-2.238496
47.620,Drone 0,-32.105400,13.044160,0.423390,-0.596084,0.085089,-2.239028
47.640,Drone 0,-32.117310,13.045860,0.378599,-0.595363,0.085112,-2.239563
47.660,Drone 0,-32.129200,13.047560,0.333798,-0.594640,0.085135,-2.240099
47.680,Drone 0,-32.141080,13.049260,0.288986,-0.593913,0.085160,-2.240637
47.700,Drone 0,-32.152950,13.050970,0.244163,-0.593184,0.085185,-2.241176
47.720,Drone 0,-32.164790,13.052670,0.199329,-0.592452,0.085211,-2.241717
47.740,Drone 0,-32.176630,13.054380,0.154484,-0.591718,0.085237,-2.242259
47.760,Drone 0,-32.188450,13.056080,0.109628,-0.590980,0.085265,-2.242803
47.780,Drone 0,-32.200260,13.057790,0.064762,-0.590240,0.085293,-2.243348
47.800,Drone 0,-32.212050,13.059490,0.019884,-0.589497,0.085321,-2.243895
47.820,Drone 0,-32.223830,13.061200,-0.025004,-0.588752,0.085350,-2.244443
47.840,Drone 0,-32.235590,13.062910,-0.069903,-0.588003,0.085380,-2.244993
47.860,Drone 0,-32.247330,13.064620,-0.114813,-0.587252,0.085411,-2.245545
47.880,Drone 0,-32.259060,13.066330,-0.159734,-0.586499,0.085442,-2.246098
47.900,Drone 0,-32.270780,13.068040,-0.204667,-0.585743,0.085474,-2.246652
47.920,Drone 0,-32.282480,13.069750,-0.249610,-0.584984,0.085506,-2.247208
47.940,Drone 0,-32.294170,13.071460,-0.294565,-0.584222,0.085539,-2.247765
47.960,Drone 0,-32.305840,13.073170,-0.339532,-0.583458,0.085573,-2.248324
47.980,Drone 0,-32.317490,13.074880,-0.384509,-0.582692,0.085607,-2.248884
48.000,Drone 0,-32.329130,13.076590,-0.429498,-0.581922,0.085641,-2.249445
48.020,Drone 0,-32.340750,13.078310,-0.474497,-0.581151,0.085677,-2.250008
48.040,Drone 0,-32.352360,13.080020,-0.519508,-0.580377,0.085712,-2.250573
48.060,Drone 0,-32.363960,13.081730,-0.564530,-0.579600,0.085748,-2.251139
48.080,Drone 0,-32.375540,13.083450,-0.609564,-0.578821,0.085785,-2.251706
48.100,Drone 0,-32.387100,13.085170,-0.654608,-0.578040,0.085822,-2.252275
48.120,Drone 0,-32.398650,13.086880,-0.699664,-0.577256,0.085860,-2.252845
48.140,Drone 0,-32.410180,13.088600,-0.744732,-0.576469,0.085898,-2.253416
48.160,Drone 0,-32.421690,13.090320,-0.789812,-0.575681,0.085937,-2.253989
48.180,Drone 0,-32.433190,13.092040,-0.834903,-0.574890,0.085976,-2.254563
48.200,Drone 0,-32.444670,13.093760,-0.880005,-0.574096,0.086015,-2.255138
48.220,Drone 0,-32.456130,13.095480,-0.925119,-0.573300,0.086055,-2.255715
48.240,Drone 0,-32.467590,13.097200,-0.970245,-0.572502,0.086096,-2.256294
48.260,Drone 0,-32.479020,13.098930,-1.015381,-0.571702,0.086137,-2.256873
48.280,Drone 0,-32.490440,13.100650,-1.060530,-0.570899,0.086178,-2.257454
48.300,Drone 0,-32.501840,13.102370,-1.105690,-0.570094,0.086220,-2.258036
48.320,Drone 0,-32.513230,13.104100,-1.150861,-0.569287,0.086262,-2.258620
48.340,Drone 0,-32.524600,13.105830,-1.196045,-0.568478,0.086304,-2.259204
48.360,Drone 0,-32.535960,13.107550,-1.241240,-0.567666,0.086347,-2.259790
48.380,Drone 0,-32.547300,13.109280,-1.286447,-0.566852,0.086390,-2.260377
48.400,Drone 0,-32.558620,13.111010,-1.331666,-0.566036,0.086434,-2.260966
48.420,Drone 0,-32.569930,13.112740,-1.376897,-0.565218,0.086478,-2.261555
48.440,Drone 0,-32.581210,13.114470,-1.422140,-0.564398,0.086522,-2.262146
48.460,Drone 0,-32.592490,13.116200,-1.467394,-0.563576,0.086566,-2.262738
48.480,Drone 0,-32.603740,13.117930,-1.512660,-0.562752,0.086611,-2.263331
48.500,Drone 0,-32.614980,13.119670,-1.557938,-0.561926,0.086656,-2.263926
48.520,Drone 0,-32.626210,13.121400,-1.603227,-0.561099,0.086702,-2.264521
48.540,Drone 0,-32.637410,13.123130,-1.648529,-0.560269,0.086748,-2.265117
48.560,Drone 0,-32.648600,13.124870,-1.693843,-0.559438,0.086794,-2.265715
48.580,Drone 0,-32.659770,13.126610,-1.739168,-0.558605,0.086840,-2.266313
48.600,Drone 0,-32.670930,13.128340,-1.784506,-0.557770,0.086887,-2.266912
48.620,Drone 0,-32.682070,13.130080,-1.829856,-0.556934,0.086934,-2.267513
48.640,Drone 0,-32.693190,13.131820,-1.875219,-0.556097,0.086981,-2.268114
48.660,Drone 0,-32.704300,13.133560,-1.920593,-0.555258,0.087029,-2.268716
48.680,Drone 0,-32.715390,13.135300,-1.965979,-0.554418,0.087076,-2.269319
48.700,Drone 0,-32.726460,13.137050,-2.011376,-0.553577,0.087124,-2.269922
48.720,Drone 0,-32.737520,13.138790,-2.056786,-0.552735,0.087173,-2.270527
48.740,Drone 0,-32.748560,13.140530,-2.102208,-0.551893,0.087222,-2.271132
48.760,Drone 0,-32.759590,13.142280,-2.147642,-0.551049,0.087271,-2.271737
48.780,Drone 0,-32.770590,13.144020,-2.193088,-0.550205,0.087320,-2.272343
48.800,Drone 0,-32.781580,13.145770,-2.238546,-0.549360,0.087369,-2.272950
48.820,Drone 0,-32.792550,13.147520,-2.284017,-0.548515,0.087419,-2.273557
48.840,Drone 0,-32.803500,13.149270,-2.329500,-0.547670,0.087469,-2.274164
48.860,Drone 0,-32.814440,13.151020,-2.374996,-0.546825,0.087519,-2.274772
48.880,Drone 0,-32.825360,13.152770,-2.420503,-0.545979,0.087570,-2.275380
48.900,Drone 0,-32.836270,13.154520,-2.466023,-0.545135,0.087620,-2.275988
48.920,Drone 0,-32.847150,13.156280,-2.511554,-0.544290,0.087671,-2.276597
48.940,Drone 0,-32.858020,13.158030,-2.557098,-0.543446,0.087722,-2.277205
48.960,Drone 0,-32.868880,13.159790,-2.602653,-0.542603,0.087774,-2.277813
48.980,Drone 0,-32.879710,13.161550,-2.648221,-0.541761,0.087825,-2.278422
49.000,Drone 0,-32.890530,13.163300,-2.693801,-0.540919,0.087877,-2.279030
49.020,Drone 0,-32.901330,13.165060,-2.739393,-0.540079,0.087929,-2.279638
49.040,Drone 0,-32.912120,13.166820,-2.784998,-0.539241,0.087981,-2.280246
49.060,Drone 0,-32.922890,13.168580,-2.830615,-0.538404,0.088033,-2.280854
49.080,Drone 0,-32.933640,13.170340,-2.876245,-0.537569,0.088086,-2.281461
49.100,Drone 0,-32.944370,13.172110,-2.921886,-0.536735,0.088139,-2.282067
49.120,Drone 0,-32.955090,13.173870,-2.967539,-0.535904,0.088192,-2.282673
49.140,Drone 0,-32.965790,13.175640,-3.013204,-0.535075,0.088245,-2.283279
49.160,Drone 0,-32.976470,13.177400,-3.058881,-0.534249,0.088298,-2.283884
49.180,Drone 0,-32.987140,13.179170,-3.104570,-0.533425,0.088351,-2.284488
49.200,Drone 0,-32.997800,13.180940,-3.150271,-0.532604,0.088405,-2.285091
49.220,Drone 0,-33.008430,13.182710,-3.195985,-0.531787,0.088458,-2.285694
49.240,Drone 0,-33.019050,13.184480,-3.241710,-0.530972,0.088512,-2.286296
49.260,Drone 0,-33.029660,13.186250,-3.287448,-0.530161,0.088566,-2.286896
49.280,Drone 0,-33.040240,13.188020,-3.333198,-0.529353,0.088620,-2.287496
49.300,Drone 0,-33.050810,13.189790,-3.378960,-0.528549,0.088675,-2.288095
49.320,Drone 0,-33.061370,13.191570,-3.424734,-0.527748,0.088729,-2.288692
49.340,Drone 0,-33.071910,13.193340,-3.470519,-0.526952,0.088783,-2.289288
49.360,Drone 0,-33.082430,13.195120,-3.516316,-0.526160,0.088838,-2.289883
49.380,Drone 0,-33.092940,13.196900,-3.562125,-0.525372,0.088892,-2.290477
49.400,Drone 0,-33.103430,13.198680,-3.607946,-0.524589,0.088947,-2.291069
49.420,Drone 0,-33.113900,13.200460,-3.653779,-0.523810,0.089001,-2.291660
49.440,Drone 0,-33.124360,13.202240,-3.699623,-0.523037,0.089056,-2.292250
49.460,Drone 0,-33.134810,13.204020,-3.745480,-0.522268,0.089111,-2.292838
49.480,Drone 0,-33.145240,13.205800,-3.791348,-0.521504,0.089166,-2.293424
49.500,Drone 0,-33.155650,13.207590,-3.837228,-0.520745,0.089220,-2.294008
49.520,Drone 0,-33.166050,13.209370,-3.883120,-0.519992,0.089275,-2.294591
49.540,Drone 0,-33.176430,13.211160,-3.929024,-0.519244,0.089330,-2.295173
49.560,Drone 0,-33.186800,13.212950,-3.974939,-0.518502,0.089385,-2.295752
49.580,Drone 0,-33.197150,13.214740,-4.020865,-0.517765,0.089440,-2.296329
49.600,Drone 0,-33.207500,13.216530,-4.066803,-0.517034,0.089495,-2.296905
49.620,Drone 0,-33.217820,13.218320,-4.112751,-0.516310,0.089549,-2.297479
49.640,Drone 0,-33.228130,13.220110,-4.158712,-0.515591,0.089604,-2.298051
49.660,Drone 0,-33.238430,13.221900,-4.204684,-0.514878,0.089659,-2.298621
49.680,Drone 0,-33.248710,13.223700,-4.250668,-0.514172,0.089713,-2.299189
49.700,Drone 0,-33.258980,13.225490,-4.296663,-0.513472,0.089768,-2.299754
49.720,Drone 0,-33.269230,13.227290,-4.342669,-0.512778,0.089822,-2.300318
49.740,Drone 0,-33.279480,13.229090,-4.388687,-0.512091,0.089877,-2.300879
49.760,Drone 0,-33.289700,13.230880,-4.434716,-0.511410,0.089931,-2.301439
49.780,Drone 0,-33.299920,13.232680,-4.480756,-0.510737,0.089985,-2.301996
49.800,Drone 0,-33.310120,13.234480,-4.526806,-0.510069,0.090039,-2.302551
49.820,Drone 0,-33.320310,13.236290,-4.572868,-0.509409,0.090093,-2.303104
49.840,Drone 0,-33.330480,13.238090,-4.618940,-0.508756,0.090147,-2.303654
49.860,Drone 0,-33.340640,13.239890,-4.665024,-0.508109,0.090200,-2.304202
49.880,Drone 0,-33.350800,13.241700,-4.711119,-0.507470,0.090253,-2.304748
49.900,Drone 0,-33.360930,13.243510,-4.757225,-0.506838,0.090307,-2.305291
49.920,Drone 0,-33.371050,13.245310,-4.803341,-0.506213,0.090360,-2.305832
49.940,Drone 0,-33.381160,13.247120,-4.849469,-0.505595,0.090413,-2.306370
49.960,Drone 0,-33.391270,13.248930,-4.895607,-0.504984,0.090466,-2.306906
49.980,Drone 0,-33.401350,13.250740,-4.941756,-0.504380,0.090518,-2.307440
50.000,Drone 0,-33.411430,13.252550,-4.987916,-0.503784,0.090570,-2.307971
50.020,Drone 0,-33.421490,13.254360,-5.034085,-0.503195,0.090623,-2.308500
50.040,Drone 0,-33.431540,13.256180,-5.080265,-0.502613,0.090674,-2.309026
50.060,Drone 0,-33.441580,13.257990,-5.126456,-0.502039,0.090726,-2.309550
50.080,Drone 0,-33.451610,13.259810,-5.172657,-0.501472,0.090778,-2.310071
50.100,Drone 0,-33.461630,13.261620,-5.218868,-0.500913,0.090829,-2.310589
50.120,Drone 0,-33.471630,13.263440,-5.265090,-0.500361,0.090879,-2.311105
50.140,Drone 0,-33.481630,13.265260,-5.311323,-0.499817,0.090930,-2.311618
50.160,Drone 0,-33.491620,13.267080,-5.357565,-0.499280,0.090980,-2.312129
50.180,Drone 0,-33.501590,13.268900,-5.403819,-0.498750,0.091031,-2.312636
50.200,Drone 0,-33.511550,13.270720,-5.450082,-0.498228,0.091080,-2.313142
50.220,Drone 0,-33.521510,13.272540,-5.496355,-0.497713,0.091130,-2.313645
50.240,Drone 0,-33.531450,13.274370,-5.542637,-0.497206,0.091179,-2.314145
50.260,Drone 0,-33.541390,13.276190,-5.588930,-0.496707,0.091228,-2.314642
50.280,Drone 0,-33.551310,13.278020,-5.635232,-0.496214,0.091276,-2.315137
50.300,Drone 0,-33.561230,13.279840,-5.681545,-0.495730,0.091324,-2.315629
50.320,Drone 0,-33.571130,13.281670,-5.727867,-0.495252,0.091372,-2.316118
50.340,Drone 0,-33.581020,13.283500,-5.774199,-0.494782,0.091419,-2.316605
50.360,Drone 0,-33.590910,13.285330,-5.820541,-0.494320,0.091467,-2.317089
50.380,Drone 0,-33.600790,13.287160,-5.866893,-0.493865,0.091513,-2.317571
50.400,Drone 0,-33.610660,13.288990,-5.913254,-0.493417,0.091560,-2.318049
50.420,Drone 0,-33.620520,13.290820,-5.959624,-0.492977,0.091606,-2.318525
50.440,Drone 0,-33.630370,13.292660,-6.006004,-0.492543,0.091651,-2.318998
50.460,Drone 0,-33.640210,13.294490,-6.052394,-0.492118,0.091696,-2.319468
50.480,Drone 0,-33.650040,13.296330,-6.098793,-0.491699,0.091741,-2.319936
50.500,Drone 0,-33.659870,13.298160,-6.145200,-0.491288,0.091785,-2.320401
50.520,Drone 0,-33.669690,13.300000,-6.191617,-0.490884,0.091829,-2.320863
50.540,Drone 0,-33.679500,13.301840,-6.238043,-0.490487,0.091873,-2.321323
50.560,Drone 0,-33.689300,13.303670,-6.284479,-0.490097,0.091916,-2.321780
50.580,Drone 0,-33.699100,13.305510,-6.330924,-0.489715,0.091959,-2.322234
50.600,Drone 0,-33.708890,13.307350,-6.377378,-0.489339,0.092001,-2.322685
50.620,Drone 0,-33.718670,13.309190,-6.423840,-0.488971,0.092043,-2.323134
